app,key_level,key,tsan_runs_hit,tsan-sound_runs_hit,tsan-all_runs_hit,tsan_runs,tsan-sound_runs,tsan-all_runs
memcached,1,data race | read:clock_handler@memcached.c:4009 | write:do_item_link@items.c:499 | global:stats_state,10,10,10,10,10,10
memcached,1,data race | write:conn_new@memcached.c:757 | write:conn_new@memcached.c:757 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:761 | write:conn_new@memcached.c:761 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:764 | write:conn_new@memcached.c:764 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:766 | write:conn_new@memcached.c:766 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:784 | write:conn_new@memcached.c:784 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:785 | write:conn_new@memcached.c:785 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:786 | write:conn_new@memcached.c:786 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:808 | write:conn_new@memcached.c:808 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,1,data race | write:conn_new@memcached.c:820 | write:conn_new@memcached.c:820 | heap:conn_new@memcached.c:656,1,0,0,10,10,10
memcached,2,data race | read:clock_handler | write:do_item_link | global:stats_state,10,10,10,10,10,10
memcached,2,data race | read:clock_handler | write:do_item_unlink | global:stats_state,10,10,10,10,10,10
memcached,2,data race | read:conn_new | write:clock_handler | global:current_time,10,10,0,10,10,10
memcached,2,data race | read:conn_new | write:rbuf_release | heap:conn_new,5,0,1,10,10,10
memcached,2,data race | read:conn_release_items | write:conn_new | heap:conn_new,4,0,1,10,10,10
memcached,2,data race | read:do_item_link | write:clock_handler | global:current_time,10,10,10,10,10,10
memcached,2,data race | read:drive_machine | write:conn_new | heap:conn_new,5,0,1,10,10,10
memcached,2,data race | read:item_crawler_thread | write:do_item_unlink | heap:memory_allocate,10,10,9,10,10,10
memcached,2,data race | read:item_remove | write:do_item_unlink | heap:memory_allocate,10,10,10,10,10,10
memcached,2,data race | read:lru_maintainer_juggle | write:clock_handler | global:current_time,2,5,2,10,10,10
memcached,2,data race | read:lru_maintainer_thread | write:clock_handler | global:current_time,10,10,10,10,10,10
memcached,2,data race | read:lru_pull_tail | write:clock_handler | global:current_time,2,0,1,10,10,10
memcached,2,data race | read:lru_pull_tail | write:do_item_unlink | heap:memory_allocate,10,10,10,10,10,10
memcached,2,data race | read:try_read_command_ascii | write:clock_handler | global:current_time,10,10,10,10,10,10
memcached,2,data race | read:try_read_network | write:conn_new | heap:conn_new,4,0,1,10,10,10
memcached,2,data race | write:conn_close | write:conn_new | heap:conn_new,5,0,1,10,10,10
memcached,2,data race | write:conn_new | write:conn_new | heap:conn_new,1,0,0,10,10,10
memcached,2,data race | write:conn_new | write:conn_set_state | heap:conn_new,5,0,1,10,10,10
memcached,2,data race | write:conn_new | write:rbuf_release | heap:conn_new,5,0,1,10,10,10
memcached,2,data race | write:conn_new | write:reset_cmd_handler | heap:conn_new,1,0,0,10,10,10
